indice,fecha,Region,Generacion Termica actual (MU),Generacion Termica Estimada (MU),Generacion Eolica Actual (MU),Generacion Eolica Estimada (MU),Hidro Generacion Actual (MU),Hidro Generacion Estimada (MU)
346,11/10/2017,Pacifico,1099.82,1199.80,25.17,16.87,45.87,30.66
347,11/10/2017,Zona Sur,607.08,579.19,47.83,55.51,72.56,64.16
348,11/10/2017,Caribe,454.86,406.17,0.00,0.00,36.75,37.09
349,11/10/2017,Huetar Norte,29.11,32.1,0.00,0.00,12.92,15.26
350,11/11/2017,Central y Norte,596.06,605.75,21.3,36.96,117.5,117.29
351,11/11/2017,Pacifico,1099.82,1193.72,25.17,16.87,45.87,25.26
352,11/11/2017,Zona Sur,607.08,561.02,47.83,55.44,72.56,63.44
353,11/11/2017,Caribe,454.86,416.83,0.00,0.00,36.75,35.11
354,11/11/2017,Huetar Norte,29.11,32.08,0.00,0.00,12.92,15.83
355,11/12/2017,Central y Norte,593.56,566.41,21.3,36.93,117.5,112.02
356,11/12/2017,Pacifico,1099.82,1167.47,25.17,16.86,45.87,19.38
357,11/12/2017,Zona Sur,607.08,547.24,47.83,55.69,72.56,35.6
358,11/12/2017,Caribe,454.86,416.21,0.00,0.00,36.75,34.09
359,11/12/2017,Huetar Norte,29.11,30.1,0.00,0.00,12.92,15.14
360,11/13/2017,Central y Norte,582.56,589.98,21.3,37.01,117.5,113.11
361,11/13/2017,Pacifico,1099.82,1174.50,25.17,16.85,45.87,29.17
362,11/13/2017,Zona Sur,607.08,575.82,47.83,55.56,72.56,57.2
363,11/13/2017,Caribe,454.86,420.78,0.00,0.00,36.75,38.26
364,11/13/2017,Huetar Norte,29.11,28.7,0.00,0.00,12.92,15.69
365,11/14/2017,Central y Norte,579.64,608.03,21.3,36.96,117.5,108.93
366,11/14/2017,Pacifico,1099.82,1179.94,25.17,16.84,45.87,29.15
367,11/14/2017,Zona Sur,611.55,601.88,47.83,55.6,72.56,67.54
368,11/14/2017,Caribe,454.86,419.03,0.00,0.00,36.75,38.7
369,11/14/2017,Huetar Norte,29.11,30.15,0.00,0.00,12.92,16.16
370,11/15/2017,Central y Norte,568,599.13,21.3,36.88,117.5,111.28
371,11/15/2017,Pacifico,1098.68,1172.71,25.17,16.86,45.87,24.25
372,11/15/2017,Zona Sur,611.55,599.82,47.83,55.54,72.56,56.87
373,11/15/2017,Caribe,475.92,407.92,0.00,0.00,36.75,37.27
374,11/15/2017,Huetar Norte,29.11,31.16,0.00,0.00,12.92,15.63
375,11/16/2017,Central y Norte,574.07,592.14,21.3,36.9,117.5,110.98
376,11/16/2017,Pacifico,1098.68,1173.19,25.17,16.95,45.87,25.5
377,11/16/2017,Zona Sur,609.54,590.86,47.83,55.53,72.56,63.02
378,11/16/2017,Caribe,479.32,402.75,0.00,0.00,36.75,34.88
379,11/16/2017,Huetar Norte,29.11,31.84,0.00,0.00,12.92,15.83
380,11/17/2017,Central y Norte,574.07,598.33,21.3,36.93,117.5,111.15
381,11/17/2017,Pacifico,1093.30,1177.58,25.17,16.93,45.87,18.75
382,11/17/2017,Zona Sur,609.54,599.42,47.83,55.49,72.56,67.7
383,11/17/2017,Caribe,479.32,396.23,0.00,0.00,36.75,39.57
384,11/17/2017,Huetar Norte,29.11,32.61,0.00,0.00,12.92,15.64
385,11/18/2017,Central y Norte,574.07,586.46,21.3,37.13,117.5,112.45
386,11/18/2017,Pacifico,1095.61,1176.45,25.17,16.91,45.87,18.78
387,11/18/2017,Zona Sur,609.54,595.39,47.83,55.35,72.56,61.42
388,11/18/2017,Caribe,474.02,399.44,0.00,0.00,36.75,36.53
389,11/18/2017,Huetar Norte,29.11,31.69,0.00,0.00,12.92,15.34
390,11/19/2017,Central y Norte,574.07,567.48,21.3,37.09,117.5,115.84
391,11/19/2017,Pacifico,1133.28,1138.78,25.17,16.89,45.87,21.81
392,11/19/2017,Zona Sur,609.54,575.62,47.83,55.29,72.56,43.54
393,11/19/2017,Caribe,474.02,408.93,0.00,0.00,36.75,28.96
394,11/19/2017,Huetar Norte,29.11,32.41,0.00,0.00,12.92,15.5
395,11/20/2017,Central y Norte,584.12,585.78,21.3,37.2,117.5,110.1
396,11/20/2017,Pacifico,1100.91,1154.10,25.17,16.88,45.87,21.09
397,11/20/2017,Zona Sur,598.75,573.96,47.83,54.49,72.56,55.53
398,11/20/2017,Caribe,474.02,420.4,0.00,0.00,36.75,32.16
399,11/20/2017,Huetar Norte,29.11,32.42,0.00,0.00,12.92,15.28
400,11/21/2017,Central y Norte,584.12,594.4,21.3,37.31,117.5,105.64
401,11/21/2017,Pacifico,1100.91,1174.37,25.17,29.78,45.87,21.12
402,11/21/2017,Zona Sur,598.75,583.45,47.83,61.76,72.56,48.78
403,11/21/2017,Caribe,473.52,410.35,0.00,0.00,36.75,30.49
404,11/21/2017,Huetar Norte,29.11,32.62,0.00,0.00,12.92,14.83
405,11/22/2017,Central y Norte,581.44,597.21,21.3,37.26,117.5,104.61
406,11/22/2017,Pacifico,1100.91,1169.40,25.17,29.81,45.87,20.34
407,11/22/2017,Zona Sur,598.75,590.17,47.83,69.36,72.56,51.21
408,11/22/2017,Caribe,466.65,420.88,0.00,0.00,36.75,29.41
409,11/22/2017,Huetar Norte,29.11,28.91,0.00,0.00,12.92,16.18
410,11/23/2017,Central y Norte,599.94,604.12,21.3,37.3,117.5,101.82
411,11/23/2017,Pacifico,1100.91,1170.22,25.17,29.82,45.87,18.03
412,11/23/2017,Zona Sur,598.75,581.31,47.83,69.64,72.56,52.3
413,11/23/2017,Caribe,466.65,435.01,0.00,0.00,36.75,27.27
414,11/23/2017,Huetar Norte,29.11,29.42,0.00,0.00,12.92,14.8
415,11/24/2017,Central y Norte,599.94,588.53,21.3,37.36,117.5,101.16
416,11/24/2017,Pacifico,1100.91,1183.26,25.17,29.82,45.87,17.53
417,11/24/2017,Zona Sur,598.75,601.36,47.83,72.08,72.56,60.38
418,11/24/2017,Caribe,466.65,450.88,0.00,0.00,36.75,26.97
419,11/24/2017,Huetar Norte,29.11,29.45,0.00,0.00,12.92,15.56
420,11/25/2017,Central y Norte,599.29,589.85,21.3,37.29,117.5,102.87
421,11/25/2017,Pacifico,1100.91,1169.33,25.17,29.82,45.87,17.92
422,11/25/2017,Zona Sur,598.75,586.54,47.83,69.69,72.56,52.11
423,11/25/2017,Caribe,471.95,433.39,0.00,0.00,36.75,27.75
424,11/25/2017,Huetar Norte,29.11,29.07,0.00,0.00,12.92,14.54
425,11/26/2017,Central y Norte,601.84,568.87,21.3,37.29,117.5,102.31
426,11/26/2017,Pacifico,1095.47,1136.79,25.17,29.81,45.87,13.98
427,11/26/2017,Zona Sur,598.75,557,47.83,61.67,72.56,39.48
428,11/26/2017,Caribe,477.75,430.58,0.00,0.00,36.75,23.19
429,11/26/2017,Huetar Norte,29.11,29.87,0.00,0.00,12.92,14.56
430,11/27/2017,Central y Norte,612.19,571.62,21.3,37.18,117.5,108.48
431,11/27/2017,Pacifico,1103.72,1175.93,25.17,29.8,45.87,25.8
432,11/27/2017,Zona Sur,594.56,561.35,47.83,57.26,72.56,59.5
433,11/27/2017,Caribe,482.25,440.76,0.00,0.00,36.75,31.02
434,11/27/2017,Huetar Norte,29.11,31.88,0.00,0.00,12.92,14.46
435,11/28/2017,Central y Norte,614.85,594.04,21.3,37.16,117.5,104.92
436,11/28/2017,Pacifico,1103.72,1174.72,25.17,29.86,45.87,35.41
437,11/28/2017,Zona Sur,594.56,573.29,47.83,58.01,72.56,55.69
438,11/28/2017,Caribe,482.25,444.28,0.00,0.00,36.75,31.54
439,11/28/2017,Huetar Norte,29.11,30.47,0.00,0.00,12.92,14.57
440,11/29/2017,Central y Norte,615.5,592.63,21.3,37.14,117.5,107.18
441,11/29/2017,Pacifico,1103.72,1157.82,25.17,29.85,45.87,36.74
442,11/29/2017,Zona Sur,594.56,551.64,47.83,61.77,72.56,45.3
443,11/29/2017,Caribe,482.25,453.69,0.00,0.00,36.75,28.83
444,11/29/2017,Huetar Norte,29.11,29.75,0.00,0.00,12.92,14.15
445,11/30/2017,Central y Norte,618.83,598.02,21.3,37.15,117.5,106.8
446,11/30/2017,Pacifico,1103.72,1159.77,25.17,29.9,45.87,19.92
447,11/30/2017,Zona Sur,594.56,501.06,47.83,53.91,72.56,42.39
448,11/30/2017,Caribe,482.25,456.64,0.00,0.00,36.75,27.96
449,11/30/2017,Huetar Norte,29.11,28.22,0.00,0.00,12.92,14.01
450,12/1/2017,Central y Norte,607.52,597.34,24.7,37.14,105.23,105.2
451,12/1/2017,Pacifico,1056.13,1139.89,25.16,29.89,42.27,22.09
452,12/1/2017,Zona Sur,595.72,481.08,26.15,63.42,69.72,40.72
453,12/1/2017,Caribe,472.6,445.17,0.00,0.00,22.6,27.49
454,12/1/2017,Huetar Norte,29.14,27.3,0.00,0.00,12.11,13.4
455,12/2/2017,Central y Norte,607.5,602.44,24.7,36.3,105.23,109.52
456,12/2/2017,Pacifico,1067.74,1130.34,25.16,29.87,42.27,20.27
457,12/2/2017,Zona Sur,605.43,486.72,26.15,63.95,69.72,48.33
458,12/2/2017,Caribe,472.6,440.62,0.00,0.00,22.6,26.14
459,12/2/2017,Huetar Norte,29.14,27.27,0.00,0.00,12.11,13.71
460,12/3/2017,Central y Norte,607.5,577.35,24.7,37.2,105.23,105.76
461,12/3/2017,Pacifico,1067.74,1106.24,25.16,29.86,42.27,19.6
462,12/3/2017,Zona Sur,609.5,460.29,26.15,64.19,69.72,40.77
463,12/3/2017,Caribe,470.05,437.17,0.00,0.00,22.6,22.66
464,12/3/2017,Huetar Norte,29.14,27.26,0.00,0.00,12.11,13.43
465,12/4/2017,Central y Norte,620.86,589.21,24.7,37.25,105.23,107.08
466,12/4/2017,Pacifico,1067.74,1116.18,25.16,29.84,42.27,19.57
467,12/4/2017,Zona Sur,609.5,491.26,26.15,70.69,69.72,55.65
468,12/4/2017,Caribe,470.05,438.04,0.00,0.00,22.6,26.99
469,12/4/2017,Huetar Norte,29.14,32.44,0.00,0.00,12.11,12.18
470,12/5/2017,Central y Norte,620.86,570.21,24.7,37.57,105.23,107.37
471,12/5/2017,Pacifico,1069.81,1046.71,25.16,29.8,42.27,20.17
472,12/5/2017,Zona Sur,597.93,508.78,26.15,74.08,69.72,54.26
473,12/5/2017,Caribe,470.05,434.27,0.00,0.00,22.6,27.45
474,12/5/2017,Huetar Norte,29.14,33.02,0.00,0.00,12.11,12.73
475,12/6/2017,Central y Norte,633.15,562.75,24.7,37.32,105.23,106.81
476,12/6/2017,Pacifico,1070.96,1075.48,25.16,28.45,42.27,21.11
477,12/6/2017,Zona Sur,599.39,530.32,26.15,73.91,69.72,57.7
478,12/6/2017,Caribe,474.7,442.18,0.00,0.00,22.6,23.15
479,12/6/2017,Huetar Norte,29.14,29.4,0.00,0.00,12.11,12.7
480,12/7/2017,Central y Norte,633.15,573.74,24.7,37.08,105.23,105.97
481,12/7/2017,Pacifico,1070.96,1111.76,25.16,29.15,42.27,20.05
482,12/7/2017,Zona Sur,599.39,535.5,26.15,74.66,69.72,62.09
483,12/7/2017,Caribe,474.7,442.56,0.00,0.00,22.6,22.6
484,12/7/2017,Huetar Norte,29.14,32.1,0.00,0.00,12.11,12.67
485,12/8/2017,Central y Norte,633.15,587.37,24.7,37.39,105.23,107.21
486,12/8/2017,Pacifico,1070.96,1159.01,25.16,29.67,42.27,16.7
487,12/8/2017,Zona Sur,599.39,522.69,26.15,74.77,69.72,65.36
488,12/8/2017,Caribe,474.7,443.99,0.00,0.00,22.6,23.3
489,12/8/2017,Huetar Norte,29.14,32.83,0.00,0.00,12.11,12.76
490,12/9/2017,Central y Norte,633.15,594.68,24.7,37.34,105.23,108.66
491,12/9/2017,Pacifico,1070.96,1153.35,25.16,29.76,42.27,23.89
492,12/9/2017,Zona Sur,594.99,521.21,26.15,74.68,69.72,65.27
493,12/9/2017,Caribe,474.7,447.16,0.00,0.00,22.6,23.99
494,12/9/2017,Huetar Norte,29.14,32.78,0.00,0.00,12.11,13.26
495,12/10/2017,Central y Norte,623.9,577.47,24.7,37.39,105.23,107.53
496,12/10/2017,Pacifico,1073.05,1123.38,25.16,29.86,42.27,18.8
497,12/10/2017,Zona Sur,594.99,527.21,26.15,57.05,69.72,47.57
498,12/10/2017,Caribe,474.7,443.27,0.00,0.00,22.6,22.83
499,12/10/2017,Huetar Norte,29.14,32.96,0.00,0.00,12.11,13.35
500,12/11/2017,Central y Norte,623.9,583.99,30.6,37.27,105.23,105.93
501,12/11/2017,Pacifico,1073.05,1123.08,25.16,29.9,42.27,26.25
502,12/11/2017,Zona Sur,599.23,544.25,26.15,47.7,69.72,75.24
503,12/11/2017,Caribe,474.7,441.27,0.00,0.00,22.6,26.95
504,12/11/2017,Huetar Norte,29.14,32.31,0.00,0.00,12.11,13.03
505,12/12/2017,Central y Norte,623.9,546.3,30.6,37.36,105.23,115.39
506,12/12/2017,Pacifico,1070.76,1151.50,25.16,29.75,42.27,21.73
507,12/12/2017,Zona Sur,598.32,540.84,26.15,48.46,69.72,88.72
508,12/12/2017,Caribe,469.41,442.41,0.00,0.00,22.6,26.29
509,12/12/2017,Huetar Norte,29.14,33.8,0.00,0.00,12.11,12.68
510,12/13/2017,Central y Norte,634.95,598.09,30.6,37.49,105.23,118.86
511,12/13/2017,Pacifico,1070.76,1186.99,25.16,29.84,42.27,21.05
512,12/13/2017,Zona Sur,598.32,570.43,26.15,48.48,69.72,78.52
513,12/13/2017,Caribe,469.41,442.93,0.00,0.00,22.6,27.01
514,12/13/2017,Huetar Norte,29.14,35.15,0.00,0.00,12.11,12.99
515,12/14/2017,Central y Norte,636.29,602.29,30.6,37.44,105.23,112.38
516,12/14/2017,Pacifico,1079.98,1151.45,25.16,29.97,42.27,23.42
517,12/14/2017,Zona Sur,598.32,568.07,26.15,48.68,69.72,67.08
518,12/14/2017,Caribe,469.41,437.12,0.00,0.00,22.6,24.16
519,12/14/2017,Huetar Norte,29.14,33.88,0.00,0.00,12.11,13.06
520,12/15/2017,Central y Norte,624.65,630.2,30.6,37.53,105.23,113.07
521,12/15/2017,Pacifico,1079.98,1128.08,25.16,29.97,42.27,22.06
522,12/15/2017,Zona Sur,598.32,556.5,26.15,48.7,69.72,58.85
523,12/15/2017,Caribe,465.98,439.79,0.00,0.00,22.6,25.25
524,12/15/2017,Huetar Norte,29.14,33.5,0.00,0.00,12.11,13.44
525,12/16/2017,Central y Norte,625.32,627.48,30.6,37.65,105.23,112.36
526,12/16/2017,Pacifico,1079.98,1096.61,25.16,29.96,42.27,17.93
527,12/16/2017,Zona Sur,614.83,514.25,45.4,48.7,69.72,47.88
528,12/16/2017,Caribe,465.98,437.33,0.00,0.00,22.6,21.17
529,12/16/2017,Huetar Norte,29.14,32.58,0.00,0.00,12.11,12.78
530,12/17/2017,Central y Norte,625.32,613.2,30.6,37.71,105.23,106.82
531,12/17/2017,Pacifico,1079.98,1097.81,25.16,29.91,42.27,13.36
532,12/17/2017,Zona Sur,614.83,475.08,45.4,48.77,69.72,38.28
533,12/17/2017,Caribe,461.9,438.66,0.00,0.00,22.6,19.21
534,12/17/2017,Huetar Norte,29.14,27.01,0.00,0.00,12.11,13.02
535,12/18/2017,Central y Norte,625.32,614.91,30.6,37.49,105.23,112.15
536,12/18/2017,Pacifico,1079.98,1133.85,25.16,29.9,42.27,20.96
537,12/18/2017,Zona Sur,615.76,525.67,45.4,48.77,69.72,55.63
538,12/18/2017,Caribe,464.4,447.33,0.00,0.00,22.6,22.61
539,12/18/2017,Huetar Norte,29.14,30.84,0.00,0.00,12.11,12.23
540,12/19/2017,Central y Norte,625.32,640.52,30.6,32.04,105.23,110.88
541,12/19/2017,Pacifico,1079.98,1130.20,25.16,29.9,42.27,22.79
542,12/19/2017,Zona Sur,615.76,533.09,45.4,47.67,69.72,53.58
543,12/19/2017,Caribe,464.19,454.5,0.00,0.00,22.6,22.73
544,12/19/2017,Huetar Norte,29.14,32.01,0.00,0.00,12.11,12.31
545,12/20/2017,Central y Norte,625.32,643.44,30.6,32.13,105.23,113.97
546,12/20/2017,Pacifico,1074.69,1164.43,25.16,29.89,42.27,18.14
547,12/20/2017,Zona Sur,623.26,541.79,45.4,47.84,69.72,62.22
548,12/20/2017,Caribe,464.19,454.44,0.00,0.00,22.6,23.61
549,12/20/2017,Huetar Norte,29.14,30.19,0.00,0.00,12.11,12.34
550,12/21/2017,Central y Norte,625.32,637.23,30.6,31.98,105.23,112.7
551,12/21/2017,Pacifico,1080.14,1165.67,25.16,29.88,42.27,18.88
552,12/21/2017,Zona Sur,627.22,545.99,45.4,47.81,69.72,58.55
553,12/21/2017,Caribe,464.19,451.96,0.00,0.00,22.6,23.94
554,12/21/2017,Huetar Norte,29.14,30.24,0.00,0.00,12.11,11.49
555,12/22/2017,Central y Norte,627.92,641.87,30.6,31.97,105.23,113.39
556,12/22/2017,Pacifico,1082.43,1187.66,25.16,29.86,42.27,17.34
557,12/22/2017,Zona Sur,627.22,540.52,45.4,48.43,69.72,60.99
558,12/22/2017,Caribe,464.19,453.63,0.00,0.00,22.6,24.72
559,12/22/2017,Huetar Norte,29.14,29.98,0.00,0.00,12.11,11.51
560,12/23/2017,Central y Norte,627.92,627.57,30.6,32.02,105.23,116.47
561,12/23/2017,Pacifico,1082.43,1205.77,25.16,29.86,42.27,20.1
562,12/23/2017,Zona Sur,627.22,520.38,45.4,63.13,69.72,54.58
563,12/23/2017,Caribe,466.74,454.66,0.00,0.00,22.6,26.85
564,12/23/2017,Huetar Norte,29.14,30.12,0.00,0.00,12.11,11.57
565,12/24/2017,Central y Norte,627.92,612.07,30.6,32.14,105.23,112.27
566,12/24/2017,Pacifico,1082.43,1193.93,25.16,29.9,42.27,17.62
567,12/24/2017,Zona Sur,627.22,488.45,45.4,69.59,69.72,41.18
568,12/24/2017,Caribe,462.04,450.14,0.00,0.00,22.6,25.19
569,12/24/2017,Huetar Norte,29.14,29.35,0.00,0.00,12.11,11.57
570,12/25/2017,Central y Norte,627.92,622.44,30.6,32.1,105.23,111.82
571,12/25/2017,Pacifico,1082.43,1190.83,25.16,29.84,42.27,16.84
572,12/25/2017,Zona Sur,627.22,517.09,45.4,70.34,69.72,46.13
573,12/25/2017,Caribe,462.04,449.95,0.00,0.00,22.6,25.15
574,12/25/2017,Huetar Norte,29.14,34.54,0.00,0.00,12.11,10.69
575,12/26/2017,Central y Norte,630.59,651.47,30.6,32.05,105.23,117.61
576,12/26/2017,Pacifico,1095.43,1199.41,25.16,27.73,42.27,20.01
577,12/26/2017,Zona Sur,627.22,537.83,45.4,70.36,69.72,52.87
578,12/26/2017,Caribe,471.71,456.19,0.00,0.00,22.6,22.99
579,12/26/2017,Huetar Norte,29.14,33,0.00,0.00,12.11,10.97
580,12/27/2017,Central y Norte,628.09,656.3,30.6,32.02,105.23,115.4
581,12/27/2017,Pacifico,1108.92,1209.83,25.16,26.06,42.27,18.35
582,12/27/2017,Zona Sur,627.22,513.31,45.4,71.27,69.72,47.84
583,12/27/2017,Caribe,471.71,465.62,0.00,0.00,22.6,23.07
584,12/27/2017,Huetar Norte,29.14,28.46,0.00,0.00,12.11,10.57
585,12/28/2017,Central y Norte,630.77,644.03,30.6,31.99,105.23,113.79
586,12/28/2017,Pacifico,1114.67,1201.15,25.16,26.19,42.27,17.57
587,12/28/2017,Zona Sur,627.22,538.66,45.4,71.41,69.72,47.96
588,12/28/2017,Caribe,471.71,459.73,0.00,0.00,22.6,22.53
589,12/28/2017,Huetar Norte,29.14,30.83,0.00,0.00,12.11,9.83
590,12/29/2017,Central y Norte,630.77,631.3,30.6,31.97,105.23,114.63
591,12/29/2017,Pacifico,1114.67,1206.22,25.16,26.19,42.27,20.34
592,12/29/2017,Zona Sur,627.22,550.12,45.4,71.44,69.72,49.3
593,12/29/2017,Caribe,471.71,460.81,0.00,0.00,22.6,23.64
594,12/29/2017,Huetar Norte,29.14,31.17,0.00,0.00,12.11,9.62
595,12/30/2017,Central y Norte,630.77,631.8,30.6,32.01,105.23,113.63
596,12/30/2017,Pacifico,1114.67,1186.15,25.16,26.21,42.27,18.51
597,12/30/2017,Zona Sur,631.62,562.95,45.4,71.36,69.72,51.6
598,12/30/2017,Caribe,471.71,450,0.00,0.00,22.6,25.34
599,12/30/2017,Huetar Norte,29.14,35.21,0.00,0.00,12.11,8.76
600,12/31/2017,Central y Norte,633.37,626.54,30.6,32.52,105.23,108.8
601,12/31/2017,Pacifico,1114.67,1161.67,25.16,26.14,42.27,16.3
602,12/31/2017,Zona Sur,631.62,541.31,45.4,71.35,69.72,39.09
603,12/31/2017,Caribe,474.71,446.42,0.00,0.00,22.6,22.85
604,12/31/2017,Huetar Norte,29.14,35.71,0.00,0.00,12.11,9.17
605,1/1/2018,Central y Norte,626.6,625.16,30.31,32.09,96.18,110
606,1/1/2018,Pacifico,1127.88,1152.31,25.19,26.14,41.22,19.88
607,1/1/2018,Zona Sur,638.77,556.72,45.38,72.8,70.04,42.45
608,1/1/2018,Caribe,478.58,435.94,0.00,0.00,21.76,21.87
609,1/1/2018,Huetar Norte,31.88,35.76,0.00,0.00,11.28,8.56
610,1/2/2018,Central y Norte,624,621.78,30.31,32.07,96.18,113.94
611,1/2/2018,Pacifico,1127.88,1194.53,25.19,26.14,41.22,18.46
612,1/2/2018,Zona Sur,635.44,569.41,45.38,76.08,70.04,51.42
613,1/2/2018,Caribe,476.31,454.95,0.00,0.00,21.76,19.36
614,1/2/2018,Huetar Norte,31.88,36.26,0.00,0.00,11.28,8.66
615,1/3/2018,Central y Norte,624,637.94,30.31,32.09,96.18,113.87
616,1/3/2018,Pacifico,1127.88,1202.38,25.19,26.14,41.22,23.3
617,1/3/2018,Zona Sur,635.44,580.01,45.38,76.17,70.04,49.04
618,1/3/2018,Caribe,476.31,465.11,0.00,0.00,21.76,18.29
619,1/3/2018,Huetar Norte,31.88,36.06,0.00,0.00,11.28,8.17
620,1/4/2018,Central y Norte,626.5,636.89,30.31,31.66,96.18,111.65
621,1/4/2018,Pacifico,1127.88,1228.55,25.19,26.14,41.22,25.78
622,1/4/2018,Zona Sur,635.44,577,45.38,75.21,70.04,51.68
623,1/4/2018,Caribe,476.31,470.32,0.00,0.00,21.76,21.19
624,1/4/2018,Huetar Norte,31.88,35.25,0.00,0.00,11.28,8.34
625,1/5/2018,Central y Norte,629.13,641.63,30.31,32.18,96.18,110.03
626,1/5/2018,Pacifico,1127.88,1248.63,25.19,26.2,41.22,25.89
627,1/5/2018,Zona Sur,635.44,583.69,45.38,76.49,70.04,47.2
628,1/5/2018,Caribe,476.31,469.49,0.00,0.00,21.76,24.36
629,1/5/2018,Huetar Norte,31.88,30.75,0.00,0.00,11.28,8.43
630,1/6/2018,Central y Norte,629.13,635.57,30.31,32.17,96.18,109.72
631,1/6/2018,Pacifico,1117.67,1229.47,25.19,26.18,41.22,29.69
632,1/6/2018,Zona Sur,636.9,592.77,45.38,76.64,70.04,52.58
633,1/6/2018,Caribe,480.54,448.04,0.00,0.00,21.76,23.1
634,1/6/2018,Huetar Norte,31.88,30.47,0.00,0.00,11.28,8.33
635,1/7/2018,Central y Norte,629.13,626.33,30.31,32.23,96.18,108.45
636,1/7/2018,Pacifico,1114.84,1191.88,25.19,26.14,41.22,19.03
637,1/7/2018,Zona Sur,636.9,556.09,45.38,76.59,70.04,43.33
638,1/7/2018,Caribe,480.54,438.99,0.00,0.00,21.76,21.02
639,1/7/2018,Huetar Norte,31.88,33.04,0.00,0.00,11.28,8.03
640,1/8/2018,Central y Norte,626.22,653.82,30.31,32.2,96.18,108.83
641,1/8/2018,Pacifico,1114.84,1211.40,25.19,26.13,41.22,21.75
642,1/8/2018,Zona Sur,636.9,565.57,45.38,72.19,70.04,47.98
643,1/8/2018,Caribe,480.54,451.27,0.00,0.00,21.76,21.11
644,1/8/2018,Huetar Norte,31.88,33.83,0.00,0.00,11.28,8.84
645,1/9/2018,Central y Norte,626.22,661.38,30.31,32.18,96.18,106.69
646,1/9/2018,Pacifico,1114.84,1209.28,25.19,26.17,41.22,20.14
647,1/9/2018,Zona Sur,640.68,581.51,45.38,65.15,70.04,44.86
648,1/9/2018,Caribe,494.84,460.03,0.00,0.00,21.76,23
649,1/9/2018,Huetar Norte,31.88,34.13,0.00,0.00,11.28,8.61
650,1/10/2018,Central y Norte,626.22,664.85,30.31,32.05,96.18,106.63
651,1/10/2018,Pacifico,1109.51,1222.02,25.19,26.17,41.22,23.52
652,1/10/2018,Zona Sur,636.85,574.2,45.38,65.06,70.04,46.91
653,1/10/2018,Caribe,494.84,463.6,0.00,0.00,21.76,19.18
654,1/10/2018,Huetar Norte,31.88,34.24,0.00,0.00,11.28,8.28
655,1/11/2018,Central y Norte,626.22,663.06,30.31,32.22,96.18,108.06
656,1/11/2018,Pacifico,1115.41,1232.97,25.19,26.19,41.22,27.82
657,1/11/2018,Zona Sur,636.85,583.78,45.38,65.01,70.04,59.76
658,1/11/2018,Caribe,494.4,453.23,0.00,0.00,21.76,25.26
659,1/11/2018,Huetar Norte,31.88,32.43,0.00,0.00,11.28,8.37
660,1/12/2018,Central y Norte,626.22,678.76,30.31,32.29,96.18,107.38
661,1/12/2018,Pacifico,1115.41,1239.85,25.19,26.1,41.22,29.04
662,1/12/2018,Zona Sur,636.85,588.67,45.38,65.91,70.04,66.23
663,1/12/2018,Caribe,494.4,456.59,0.00,0.00,21.76,25.64
664,1/12/2018,Huetar Norte,31.88,32.81,0.00,0.00,11.28,8.15
665,1/13/2018,Central y Norte,626.22,670.85,30.31,32.18,96.18,104.5
666,1/13/2018,Pacifico,1125.62,1252.84,25.19,26.12,41.22,26.26
667,1/13/2018,Zona Sur,636.85,570.54,45.38,68.55,70.04,57.51
668,1/13/2018,Caribe,494.4,475.49,0.00,0.00,21.76,27.84
669,1/13/2018,Huetar Norte,31.88,32.63,0.00,0.00,11.28,8.22
670,1/14/2018,Central y Norte,626.22,631.14,30.31,32.17,96.18,101.56
671,1/14/2018,Pacifico,1125.62,1177.90,25.19,26.12,41.22,27.64
672,1/14/2018,Zona Sur,636.85,497.81,45.38,70.92,70.04,43.51
673,1/14/2018,Caribe,494.4,460.84,0.00,0.00,21.76,24.24
674,1/14/2018,Huetar Norte,31.88,32.51,0.00,0.00,11.28,8.04
675,1/15/2018,Central y Norte,626.22,647.56,30.31,31.98,96.18,105.38
676,1/15/2018,Pacifico,1125.62,1177.74,25.19,26.12,41.22,34.85
677,1/15/2018,Zona Sur,636.85,499.73,45.38,68.35,70.04,55.61
678,1/15/2018,Caribe,494.84,460.45,0.00,0.00,21.76,19.32
679,1/15/2018,Huetar Norte,31.88,33.18,0.00,0.00,11.28,8.4
680,1/16/2018,Central y Norte,623.55,644.93,30.31,32.13,96.18,105.54
681,1/16/2018,Pacifico,1125.62,1231.37,25.19,26.12,41.22,32.11
682,1/16/2018,Zona Sur,636.85,529.73,45.38,60.63,70.04,71
683,1/16/2018,Caribe,494.84,475.27,0.00,0.00,21.76,22.7
684,1/16/2018,Huetar Norte,31.88,33.47,0.00,0.00,11.28,6.96
685,1/17/2018,Central y Norte,623.55,659.3,30.31,32.17,96.18,105.05
686,1/17/2018,Pacifico,1125.62,1257.74,25.19,26.19,41.22,26.53
687,1/17/2018,Zona Sur,636.85,541.54,45.38,61.55,70.04,71.06
688,1/17/2018,Caribe,484.15,490.72,0.00,0.00,21.76,20.24
689,1/17/2018,Huetar Norte,31.88,33.53,0.00,0.00,11.28,7.18
690,1/18/2018,Central y Norte,623.55,648.54,30.31,32.13,96.18,103.61
691,1/18/2018,Pacifico,1125.62,1254.10,25.19,26.15,41.22,20.82
692,1/18/2018,Zona Sur,636.85,536.01,45.38,61.55,70.04,69.2
693,1/18/2018,Caribe,484.15,492.04,0.00,0.00,21.76,24.34
