,indice,fecha,Region,Generacion Termica actual (MU),Generacion Termica Estimada (MU),Generacion Eolica Actual (MU),Generacion Eolica Estimada (MU),Hidro Generacion Actual (MU),Hidro Generacion Estimada (MU),HDBSCAN_clusters
311,311,11/3/2017,Pacifico,1101.82,1194.05,25.17,16.86,45.87,20.65,2
312,312,11/3/2017,Zona Sur,594.88,535.8,47.83,55.96,72.56,71.23,3
313,313,11/3/2017,Caribe,451.11,437.55,0.0,0.0,36.75,40.48,0
314,314,11/3/2017,Huetar Norte,29.11,34.66,0.0,0.0,12.92,15.75,1
315,315,11/4/2017,Central y Norte,596.89,627.31,16.8,36.71,117.5,125.23,-1
316,316,11/4/2017,Pacifico,1101.82,1144.65,25.17,16.85,45.87,19.4,2
317,317,11/4/2017,Zona Sur,594.88,526.38,47.83,55.46,72.56,64.01,3
318,318,11/4/2017,Caribe,451.11,437.3,0.0,0.0,36.75,39.22,0
319,319,11/4/2017,Huetar Norte,29.11,32.35,0.0,0.0,12.92,15.76,1
320,320,11/5/2017,Central y Norte,596.89,587.17,16.8,36.66,117.5,124.54,-1
321,321,11/5/2017,Pacifico,1099.82,1162.74,25.17,16.84,45.87,15.57,2
322,322,11/5/2017,Zona Sur,599.07,495.74,47.83,50.14,72.56,38.31,3
323,323,11/5/2017,Caribe,451.11,438.22,0.0,0.0,36.75,37.3,0
324,324,11/5/2017,Huetar Norte,29.11,30.87,0.0,0.0,12.92,14.99,1
325,325,11/6/2017,Central y Norte,596.89,614.09,16.8,36.73,117.5,126.7,-1
326,326,11/6/2017,Pacifico,1099.82,1221.96,25.17,16.87,45.87,25.61,2
327,327,11/6/2017,Zona Sur,599.07,480.35,47.83,54.9,72.56,68.93,3
328,328,11/6/2017,Caribe,451.11,432.52,0.0,0.0,36.75,40.17,0
329,329,11/6/2017,Huetar Norte,29.11,34.79,0.0,0.0,12.92,15.88,1
330,330,11/7/2017,Central y Norte,596.89,617.6,16.8,36.7,117.5,125.68,-1
331,331,11/7/2017,Pacifico,1099.82,1261.05,25.17,16.82,45.87,28.39,2
332,332,11/7/2017,Zona Sur,599.07,503.14,47.83,54.99,72.56,67.16,3
333,333,11/7/2017,Caribe,454.86,424.32,0.0,0.0,36.75,39.33,0
334,334,11/7/2017,Huetar Norte,29.11,29.06,0.0,0.0,12.92,16.65,1
335,335,11/8/2017,Central y Norte,596.89,639.05,16.8,36.88,117.5,122.78,-1
336,336,11/8/2017,Pacifico,1099.82,1238.8,25.17,16.88,45.87,29.9,2
337,337,11/8/2017,Zona Sur,608.86,535.91,47.83,55.23,72.56,51.5,3
338,338,11/8/2017,Caribe,454.86,430.26,0.0,0.0,36.75,37.18,0
339,339,11/8/2017,Huetar Norte,29.11,33.27,0.0,0.0,12.92,16.57,1
340,340,11/9/2017,Central y Norte,599.39,641.82,16.8,36.87,117.5,121.18,-1
341,341,11/9/2017,Pacifico,1099.82,1230.78,25.17,16.89,45.87,32.05,2
342,342,11/9/2017,Zona Sur,608.86,575.15,47.83,55.53,72.56,52.96,3
343,343,11/9/2017,Caribe,454.86,426.79,0.0,0.0,36.75,35.99,0
344,344,11/9/2017,Huetar Norte,29.11,32.8,0.0,0.0,12.92,14.72,1
345,345,11/10/2017,Central y Norte,596.06,645.07,16.8,36.84,117.5,118.1,-1
346,346,11/10/2017,Pacifico,1099.82,1199.8,25.17,16.87,45.87,30.66,2
347,347,11/10/2017,Zona Sur,607.08,579.19,47.83,55.51,72.56,64.16,3
348,348,11/10/2017,Caribe,454.86,406.17,0.0,0.0,36.75,37.09,0
349,349,11/10/2017,Huetar Norte,29.11,32.1,0.0,0.0,12.92,15.26,1
350,350,11/11/2017,Central y Norte,596.06,605.75,21.3,36.96,117.5,117.29,3
351,351,11/11/2017,Pacifico,1099.82,1193.72,25.17,16.87,45.87,25.26,2
352,352,11/11/2017,Zona Sur,607.08,561.02,47.83,55.44,72.56,63.44,3
353,353,11/11/2017,Caribe,454.86,416.83,0.0,0.0,36.75,35.11,0
354,354,11/11/2017,Huetar Norte,29.11,32.08,0.0,0.0,12.92,15.83,1
355,355,11/12/2017,Central y Norte,593.56,566.41,21.3,36.93,117.5,112.02,3
356,356,11/12/2017,Pacifico,1099.82,1167.47,25.17,16.86,45.87,19.38,2
357,357,11/12/2017,Zona Sur,607.08,547.24,47.83,55.69,72.56,35.6,3
358,358,11/12/2017,Caribe,454.86,416.21,0.0,0.0,36.75,34.09,0
359,359,11/12/2017,Huetar Norte,29.11,30.1,0.0,0.0,12.92,15.14,1
360,360,11/13/2017,Central y Norte,582.56,589.98,21.3,37.01,117.5,113.11,3
361,361,11/13/2017,Pacifico,1099.82,1174.5,25.17,16.85,45.87,29.17,2
362,362,11/13/2017,Zona Sur,607.08,575.82,47.83,55.56,72.56,57.2,3
363,363,11/13/2017,Caribe,454.86,420.78,0.0,0.0,36.75,38.26,0
364,364,11/13/2017,Huetar Norte,29.11,28.7,0.0,0.0,12.92,15.69,1
365,365,11/14/2017,Central y Norte,579.64,608.03,21.3,36.96,117.5,108.93,3
366,366,11/14/2017,Pacifico,1099.82,1179.94,25.17,16.84,45.87,29.15,2
367,367,11/14/2017,Zona Sur,611.55,601.88,47.83,55.6,72.56,67.54,3
368,368,11/14/2017,Caribe,454.86,419.03,0.0,0.0,36.75,38.7,0
369,369,11/14/2017,Huetar Norte,29.11,30.15,0.0,0.0,12.92,16.16,1
370,370,11/15/2017,Central y Norte,568.0,599.13,21.3,36.88,117.5,111.28,3
371,371,11/15/2017,Pacifico,1098.68,1172.71,25.17,16.86,45.87,24.25,2
372,372,11/15/2017,Zona Sur,611.55,599.82,47.83,55.54,72.56,56.87,3
373,373,11/15/2017,Caribe,475.92,407.92,0.0,0.0,36.75,37.27,0
374,374,11/15/2017,Huetar Norte,29.11,31.16,0.0,0.0,12.92,15.63,1
375,375,11/16/2017,Central y Norte,574.07,592.14,21.3,36.9,117.5,110.98,3
376,376,11/16/2017,Pacifico,1098.68,1173.19,25.17,16.95,45.87,25.5,2
377,377,11/16/2017,Zona Sur,609.54,590.86,47.83,55.53,72.56,63.02,3
378,378,11/16/2017,Caribe,479.32,402.75,0.0,0.0,36.75,34.88,0
379,379,11/16/2017,Huetar Norte,29.11,31.84,0.0,0.0,12.92,15.83,1
380,380,11/17/2017,Central y Norte,574.07,598.33,21.3,36.93,117.5,111.15,3
381,381,11/17/2017,Pacifico,1093.3,1177.58,25.17,16.93,45.87,18.75,2
382,382,11/17/2017,Zona Sur,609.54,599.42,47.83,55.49,72.56,67.7,3
383,383,11/17/2017,Caribe,479.32,396.23,0.0,0.0,36.75,39.57,0
384,384,11/17/2017,Huetar Norte,29.11,32.61,0.0,0.0,12.92,15.64,1
385,385,11/18/2017,Central y Norte,574.07,586.46,21.3,37.13,117.5,112.45,3
386,386,11/18/2017,Pacifico,1095.61,1176.45,25.17,16.91,45.87,18.78,2
387,387,11/18/2017,Zona Sur,609.54,595.39,47.83,55.35,72.56,61.42,3
388,388,11/18/2017,Caribe,474.02,399.44,0.0,0.0,36.75,36.53,0
389,389,11/18/2017,Huetar Norte,29.11,31.69,0.0,0.0,12.92,15.34,1
390,390,11/19/2017,Central y Norte,574.07,567.48,21.3,37.09,117.5,115.84,3
391,391,11/19/2017,Pacifico,1133.28,1138.78,25.17,16.89,45.87,21.81,2
392,392,11/19/2017,Zona Sur,609.54,575.62,47.83,55.29,72.56,43.54,3
393,393,11/19/2017,Caribe,474.02,408.93,0.0,0.0,36.75,28.96,0
394,394,11/19/2017,Huetar Norte,29.11,32.41,0.0,0.0,12.92,15.5,1
395,395,11/20/2017,Central y Norte,584.12,585.78,21.3,37.2,117.5,110.1,3
396,396,11/20/2017,Pacifico,1100.91,1154.1,25.17,16.88,45.87,21.09,2
397,397,11/20/2017,Zona Sur,598.75,573.96,47.83,54.49,72.56,55.53,3
398,398,11/20/2017,Caribe,474.02,420.4,0.0,0.0,36.75,32.16,0
399,399,11/20/2017,Huetar Norte,29.11,32.42,0.0,0.0,12.92,15.28,1
400,400,11/21/2017,Central y Norte,584.12,594.4,21.3,37.31,117.5,105.64,3
401,401,11/21/2017,Pacifico,1100.91,1174.37,25.17,29.78,45.87,21.12,2
402,402,11/21/2017,Zona Sur,598.75,583.45,47.83,61.76,72.56,48.78,3
403,403,11/21/2017,Caribe,473.52,410.35,0.0,0.0,36.75,30.49,0
404,404,11/21/2017,Huetar Norte,29.11,32.62,0.0,0.0,12.92,14.83,1
405,405,11/22/2017,Central y Norte,581.44,597.21,21.3,37.26,117.5,104.61,3
406,406,11/22/2017,Pacifico,1100.91,1169.4,25.17,29.81,45.87,20.34,2
407,407,11/22/2017,Zona Sur,598.75,590.17,47.83,69.36,72.56,51.21,-1
408,408,11/22/2017,Caribe,466.65,420.88,0.0,0.0,36.75,29.41,0
409,409,11/22/2017,Huetar Norte,29.11,28.91,0.0,0.0,12.92,16.18,1
410,410,11/23/2017,Central y Norte,599.94,604.12,21.3,37.3,117.5,101.82,3
411,411,11/23/2017,Pacifico,1100.91,1170.22,25.17,29.82,45.87,18.03,2
412,412,11/23/2017,Zona Sur,598.75,581.31,47.83,69.64,72.56,52.3,-1
413,413,11/23/2017,Caribe,466.65,435.01,0.0,0.0,36.75,27.27,0
414,414,11/23/2017,Huetar Norte,29.11,29.42,0.0,0.0,12.92,14.8,1
415,415,11/24/2017,Central y Norte,599.94,588.53,21.3,37.36,117.5,101.16,3
416,416,11/24/2017,Pacifico,1100.91,1183.26,25.17,29.82,45.87,17.53,2
417,417,11/24/2017,Zona Sur,598.75,601.36,47.83,72.08,72.56,60.38,-1
418,418,11/24/2017,Caribe,466.65,450.88,0.0,0.0,36.75,26.97,0
419,419,11/24/2017,Huetar Norte,29.11,29.45,0.0,0.0,12.92,15.56,1
420,420,11/25/2017,Central y Norte,599.29,589.85,21.3,37.29,117.5,102.87,3
421,421,11/25/2017,Pacifico,1100.91,1169.33,25.17,29.82,45.87,17.92,2
422,422,11/25/2017,Zona Sur,598.75,586.54,47.83,69.69,72.56,52.11,-1
423,423,11/25/2017,Caribe,471.95,433.39,0.0,0.0,36.75,27.75,0
424,424,11/25/2017,Huetar Norte,29.11,29.07,0.0,0.0,12.92,14.54,1
425,425,11/26/2017,Central y Norte,601.84,568.87,21.3,37.29,117.5,102.31,3
426,426,11/26/2017,Pacifico,1095.47,1136.79,25.17,29.81,45.87,13.98,2
427,427,11/26/2017,Zona Sur,598.75,557.0,47.83,61.67,72.56,39.48,3
428,428,11/26/2017,Caribe,477.75,430.58,0.0,0.0,36.75,23.19,0
429,429,11/26/2017,Huetar Norte,29.11,29.87,0.0,0.0,12.92,14.56,1
430,430,11/27/2017,Central y Norte,612.19,571.62,21.3,37.18,117.5,108.48,3
431,431,11/27/2017,Pacifico,1103.72,1175.93,25.17,29.8,45.87,25.8,2
432,432,11/27/2017,Zona Sur,594.56,561.35,47.83,57.26,72.56,59.5,3
433,433,11/27/2017,Caribe,482.25,440.76,0.0,0.0,36.75,31.02,0
434,434,11/27/2017,Huetar Norte,29.11,31.88,0.0,0.0,12.92,14.46,1
435,435,11/28/2017,Central y Norte,614.85,594.04,21.3,37.16,117.5,104.92,3
436,436,11/28/2017,Pacifico,1103.72,1174.72,25.17,29.86,45.87,35.41,2
437,437,11/28/2017,Zona Sur,594.56,573.29,47.83,58.01,72.56,55.69,3
438,438,11/28/2017,Caribe,482.25,444.28,0.0,0.0,36.75,31.54,0
439,439,11/28/2017,Huetar Norte,29.11,30.47,0.0,0.0,12.92,14.57,1
440,440,11/29/2017,Central y Norte,615.5,592.63,21.3,37.14,117.5,107.18,3
441,441,11/29/2017,Pacifico,1103.72,1157.82,25.17,29.85,45.87,36.74,2
442,442,11/29/2017,Zona Sur,594.56,551.64,47.83,61.77,72.56,45.3,3
443,443,11/29/2017,Caribe,482.25,453.69,0.0,0.0,36.75,28.83,0
444,444,11/29/2017,Huetar Norte,29.11,29.75,0.0,0.0,12.92,14.15,1
445,445,11/30/2017,Central y Norte,618.83,598.02,21.3,37.15,117.5,106.8,3
446,446,11/30/2017,Pacifico,1103.72,1159.77,25.17,29.9,45.87,19.92,2
447,447,11/30/2017,Zona Sur,594.56,501.06,47.83,53.91,72.56,42.39,3
448,448,11/30/2017,Caribe,482.25,456.64,0.0,0.0,36.75,27.96,0
449,449,11/30/2017,Huetar Norte,29.11,28.22,0.0,0.0,12.92,14.01,1
450,450,12/1/2017,Central y Norte,607.52,597.34,24.7,37.14,105.23,105.2,3
451,451,12/1/2017,Pacifico,1056.13,1139.89,25.16,29.89,42.27,22.09,2
452,452,12/1/2017,Zona Sur,595.72,481.08,26.15,63.42,69.72,40.72,-1
453,453,12/1/2017,Caribe,472.6,445.17,0.0,0.0,22.6,27.49,0
454,454,12/1/2017,Huetar Norte,29.14,27.3,0.0,0.0,12.11,13.4,1
455,455,12/2/2017,Central y Norte,607.5,602.44,24.7,36.3,105.23,109.52,3
456,456,12/2/2017,Pacifico,1067.74,1130.34,25.16,29.87,42.27,20.27,2
457,457,12/2/2017,Zona Sur,605.43,486.72,26.15,63.95,69.72,48.33,-1
458,458,12/2/2017,Caribe,472.6,440.62,0.0,0.0,22.6,26.14,0
459,459,12/2/2017,Huetar Norte,29.14,27.27,0.0,0.0,12.11,13.71,1
460,460,12/3/2017,Central y Norte,607.5,577.35,24.7,37.2,105.23,105.76,3
461,461,12/3/2017,Pacifico,1067.74,1106.24,25.16,29.86,42.27,19.6,2
462,462,12/3/2017,Zona Sur,609.5,460.29,26.15,64.19,69.72,40.77,-1
463,463,12/3/2017,Caribe,470.05,437.17,0.0,0.0,22.6,22.66,0
464,464,12/3/2017,Huetar Norte,29.14,27.26,0.0,0.0,12.11,13.43,1
465,465,12/4/2017,Central y Norte,620.86,589.21,24.7,37.25,105.23,107.08,3
466,466,12/4/2017,Pacifico,1067.74,1116.18,25.16,29.84,42.27,19.57,2
467,467,12/4/2017,Zona Sur,609.5,491.26,26.15,70.69,69.72,55.65,-1
468,468,12/4/2017,Caribe,470.05,438.04,0.0,0.0,22.6,26.99,0
469,469,12/4/2017,Huetar Norte,29.14,32.44,0.0,0.0,12.11,12.18,1
470,470,12/5/2017,Central y Norte,620.86,570.21,24.7,37.57,105.23,107.37,3
471,471,12/5/2017,Pacifico,1069.81,1046.71,25.16,29.8,42.27,20.17,2
472,472,12/5/2017,Zona Sur,597.93,508.78,26.15,74.08,69.72,54.26,-1
473,473,12/5/2017,Caribe,470.05,434.27,0.0,0.0,22.6,27.45,0
474,474,12/5/2017,Huetar Norte,29.14,33.02,0.0,0.0,12.11,12.73,1
475,475,12/6/2017,Central y Norte,633.15,562.75,24.7,37.32,105.23,106.81,3
476,476,12/6/2017,Pacifico,1070.96,1075.48,25.16,28.45,42.27,21.11,2
477,477,12/6/2017,Zona Sur,599.39,530.32,26.15,73.91,69.72,57.7,-1
478,478,12/6/2017,Caribe,474.7,442.18,0.0,0.0,22.6,23.15,0
479,479,12/6/2017,Huetar Norte,29.14,29.4,0.0,0.0,12.11,12.7,1
480,480,12/7/2017,Central y Norte,633.15,573.74,24.7,37.08,105.23,105.97,3
481,481,12/7/2017,Pacifico,1070.96,1111.76,25.16,29.15,42.27,20.05,2
482,482,12/7/2017,Zona Sur,599.39,535.5,26.15,74.66,69.72,62.09,-1
483,483,12/7/2017,Caribe,474.7,442.56,0.0,0.0,22.6,22.6,0
484,484,12/7/2017,Huetar Norte,29.14,32.1,0.0,0.0,12.11,12.67,1
485,485,12/8/2017,Central y Norte,633.15,587.37,24.7,37.39,105.23,107.21,3
486,486,12/8/2017,Pacifico,1070.96,1159.01,25.16,29.67,42.27,16.7,2
487,487,12/8/2017,Zona Sur,599.39,522.69,26.15,74.77,69.72,65.36,-1
488,488,12/8/2017,Caribe,474.7,443.99,0.0,0.0,22.6,23.3,0
489,489,12/8/2017,Huetar Norte,29.14,32.83,0.0,0.0,12.11,12.76,1
490,490,12/9/2017,Central y Norte,633.15,594.68,24.7,37.34,105.23,108.66,3
491,491,12/9/2017,Pacifico,1070.96,1153.35,25.16,29.76,42.27,23.89,2
492,492,12/9/2017,Zona Sur,594.99,521.21,26.15,74.68,69.72,65.27,-1
493,493,12/9/2017,Caribe,474.7,447.16,0.0,0.0,22.6,23.99,0
494,494,12/9/2017,Huetar Norte,29.14,32.78,0.0,0.0,12.11,13.26,1
495,495,12/10/2017,Central y Norte,623.9,577.47,24.7,37.39,105.23,107.53,3
496,496,12/10/2017,Pacifico,1073.05,1123.38,25.16,29.86,42.27,18.8,2
497,497,12/10/2017,Zona Sur,594.99,527.21,26.15,57.05,69.72,47.57,-1
498,498,12/10/2017,Caribe,474.7,443.27,0.0,0.0,22.6,22.83,0
499,499,12/10/2017,Huetar Norte,29.14,32.96,0.0,0.0,12.11,13.35,1
500,500,12/11/2017,Central y Norte,623.9,583.99,30.6,37.27,105.23,105.93,3
501,501,12/11/2017,Pacifico,1073.05,1123.08,25.16,29.9,42.27,26.25,2
502,502,12/11/2017,Zona Sur,599.23,544.25,26.15,47.7,69.72,75.24,3
503,503,12/11/2017,Caribe,474.7,441.27,0.0,0.0,22.6,26.95,0
504,504,12/11/2017,Huetar Norte,29.14,32.31,0.0,0.0,12.11,13.03,1
505,505,12/12/2017,Central y Norte,623.9,546.3,30.6,37.36,105.23,115.39,3
506,506,12/12/2017,Pacifico,1070.76,1151.5,25.16,29.75,42.27,21.73,2
507,507,12/12/2017,Zona Sur,598.32,540.84,26.15,48.46,69.72,88.72,3
508,508,12/12/2017,Caribe,469.41,442.41,0.0,0.0,22.6,26.29,0
509,509,12/12/2017,Huetar Norte,29.14,33.8,0.0,0.0,12.11,12.68,1
510,510,12/13/2017,Central y Norte,634.95,598.09,30.6,37.49,105.23,118.86,3
511,511,12/13/2017,Pacifico,1070.76,1186.99,25.16,29.84,42.27,21.05,2
512,512,12/13/2017,Zona Sur,598.32,570.43,26.15,48.48,69.72,78.52,3
513,513,12/13/2017,Caribe,469.41,442.93,0.0,0.0,22.6,27.01,0
514,514,12/13/2017,Huetar Norte,29.14,35.15,0.0,0.0,12.11,12.99,1
515,515,12/14/2017,Central y Norte,636.29,602.29,30.6,37.44,105.23,112.38,3
516,516,12/14/2017,Pacifico,1079.98,1151.45,25.16,29.97,42.27,23.42,2
517,517,12/14/2017,Zona Sur,598.32,568.07,26.15,48.68,69.72,67.08,3
518,518,12/14/2017,Caribe,469.41,437.12,0.0,0.0,22.6,24.16,0
519,519,12/14/2017,Huetar Norte,29.14,33.88,0.0,0.0,12.11,13.06,1
520,520,12/15/2017,Central y Norte,624.65,630.2,30.6,37.53,105.23,113.07,3
521,521,12/15/2017,Pacifico,1079.98,1128.08,25.16,29.97,42.27,22.06,2
522,522,12/15/2017,Zona Sur,598.32,556.5,26.15,48.7,69.72,58.85,3
523,523,12/15/2017,Caribe,465.98,439.79,0.0,0.0,22.6,25.25,0
524,524,12/15/2017,Huetar Norte,29.14,33.5,0.0,0.0,12.11,13.44,1
525,525,12/16/2017,Central y Norte,625.32,627.48,30.6,37.65,105.23,112.36,3
526,526,12/16/2017,Pacifico,1079.98,1096.61,25.16,29.96,42.27,17.93,2
527,527,12/16/2017,Zona Sur,614.83,514.25,45.4,48.7,69.72,47.88,3
528,528,12/16/2017,Caribe,465.98,437.33,0.0,0.0,22.6,21.17,0
529,529,12/16/2017,Huetar Norte,29.14,32.58,0.0,0.0,12.11,12.78,1
530,530,12/17/2017,Central y Norte,625.32,613.2,30.6,37.71,105.23,106.82,3
531,531,12/17/2017,Pacifico,1079.98,1097.81,25.16,29.91,42.27,13.36,2
532,532,12/17/2017,Zona Sur,614.83,475.08,45.4,48.77,69.72,38.28,3
533,533,12/17/2017,Caribe,461.9,438.66,0.0,0.0,22.6,19.21,0
534,534,12/17/2017,Huetar Norte,29.14,27.01,0.0,0.0,12.11,13.02,1
535,535,12/18/2017,Central y Norte,625.32,614.91,30.6,37.49,105.23,112.15,3
536,536,12/18/2017,Pacifico,1079.98,1133.85,25.16,29.9,42.27,20.96,2
537,537,12/18/2017,Zona Sur,615.76,525.67,45.4,48.77,69.72,55.63,3
538,538,12/18/2017,Caribe,464.4,447.33,0.0,0.0,22.6,22.61,0
539,539,12/18/2017,Huetar Norte,29.14,30.84,0.0,0.0,12.11,12.23,1
540,540,12/19/2017,Central y Norte,625.32,640.52,30.6,32.04,105.23,110.88,3
541,541,12/19/2017,Pacifico,1079.98,1130.2,25.16,29.9,42.27,22.79,2
542,542,12/19/2017,Zona Sur,615.76,533.09,45.4,47.67,69.72,53.58,3
543,543,12/19/2017,Caribe,464.19,454.5,0.0,0.0,22.6,22.73,0
544,544,12/19/2017,Huetar Norte,29.14,32.01,0.0,0.0,12.11,12.31,1
545,545,12/20/2017,Central y Norte,625.32,643.44,30.6,32.13,105.23,113.97,3
546,546,12/20/2017,Pacifico,1074.69,1164.43,25.16,29.89,42.27,18.14,2
547,547,12/20/2017,Zona Sur,623.26,541.79,45.4,47.84,69.72,62.22,3
548,548,12/20/2017,Caribe,464.19,454.44,0.0,0.0,22.6,23.61,0
549,549,12/20/2017,Huetar Norte,29.14,30.19,0.0,0.0,12.11,12.34,1
550,550,12/21/2017,Central y Norte,625.32,637.23,30.6,31.98,105.23,112.7,3
551,551,12/21/2017,Pacifico,1080.14,1165.67,25.16,29.88,42.27,18.88,2
552,552,12/21/2017,Zona Sur,627.22,545.99,45.4,47.81,69.72,58.55,3
553,553,12/21/2017,Caribe,464.19,451.96,0.0,0.0,22.6,23.94,0
554,554,12/21/2017,Huetar Norte,29.14,30.24,0.0,0.0,12.11,11.49,1
555,555,12/22/2017,Central y Norte,627.92,641.87,30.6,31.97,105.23,113.39,3
556,556,12/22/2017,Pacifico,1082.43,1187.66,25.16,29.86,42.27,17.34,2
557,557,12/22/2017,Zona Sur,627.22,540.52,45.4,48.43,69.72,60.99,3
558,558,12/22/2017,Caribe,464.19,453.63,0.0,0.0,22.6,24.72,0
559,559,12/22/2017,Huetar Norte,29.14,29.98,0.0,0.0,12.11,11.51,1
560,560,12/23/2017,Central y Norte,627.92,627.57,30.6,32.02,105.23,116.47,3
561,561,12/23/2017,Pacifico,1082.43,1205.77,25.16,29.86,42.27,20.1,2
562,562,12/23/2017,Zona Sur,627.22,520.38,45.4,63.13,69.72,54.58,3
563,563,12/23/2017,Caribe,466.74,454.66,0.0,0.0,22.6,26.85,0
564,564,12/23/2017,Huetar Norte,29.14,30.12,0.0,0.0,12.11,11.57,1
565,565,12/24/2017,Central y Norte,627.92,612.07,30.6,32.14,105.23,112.27,3
566,566,12/24/2017,Pacifico,1082.43,1193.93,25.16,29.9,42.27,17.62,2
567,567,12/24/2017,Zona Sur,627.22,488.45,45.4,69.59,69.72,41.18,-1
568,568,12/24/2017,Caribe,462.04,450.14,0.0,0.0,22.6,25.19,0
569,569,12/24/2017,Huetar Norte,29.14,29.35,0.0,0.0,12.11,11.57,1
570,570,12/25/2017,Central y Norte,627.92,622.44,30.6,32.1,105.23,111.82,3
571,571,12/25/2017,Pacifico,1082.43,1190.83,25.16,29.84,42.27,16.84,2
572,572,12/25/2017,Zona Sur,627.22,517.09,45.4,70.34,69.72,46.13,-1
573,573,12/25/2017,Caribe,462.04,449.95,0.0,0.0,22.6,25.15,0
574,574,12/25/2017,Huetar Norte,29.14,34.54,0.0,0.0,12.11,10.69,1
575,575,12/26/2017,Central y Norte,630.59,651.47,30.6,32.05,105.23,117.61,3
576,576,12/26/2017,Pacifico,1095.43,1199.41,25.16,27.73,42.27,20.01,2
577,577,12/26/2017,Zona Sur,627.22,537.83,45.4,70.36,69.72,52.87,-1
578,578,12/26/2017,Caribe,471.71,456.19,0.0,0.0,22.6,22.99,0
579,579,12/26/2017,Huetar Norte,29.14,33.0,0.0,0.0,12.11,10.97,1
580,580,12/27/2017,Central y Norte,628.09,656.3,30.6,32.02,105.23,115.4,3
581,581,12/27/2017,Pacifico,1108.92,1209.83,25.16,26.06,42.27,18.35,2
582,582,12/27/2017,Zona Sur,627.22,513.31,45.4,71.27,69.72,47.84,-1
583,583,12/27/2017,Caribe,471.71,465.62,0.0,0.0,22.6,23.07,0
584,584,12/27/2017,Huetar Norte,29.14,28.46,0.0,0.0,12.11,10.57,1
585,585,12/28/2017,Central y Norte,630.77,644.03,30.6,31.99,105.23,113.79,3
586,586,12/28/2017,Pacifico,1114.67,1201.15,25.16,26.19,42.27,17.57,2
587,587,12/28/2017,Zona Sur,627.22,538.66,45.4,71.41,69.72,47.96,-1
588,588,12/28/2017,Caribe,471.71,459.73,0.0,0.0,22.6,22.53,0
589,589,12/28/2017,Huetar Norte,29.14,30.83,0.0,0.0,12.11,9.83,1
590,590,12/29/2017,Central y Norte,630.77,631.3,30.6,31.97,105.23,114.63,3
591,591,12/29/2017,Pacifico,1114.67,1206.22,25.16,26.19,42.27,20.34,2
592,592,12/29/2017,Zona Sur,627.22,550.12,45.4,71.44,69.72,49.3,-1
593,593,12/29/2017,Caribe,471.71,460.81,0.0,0.0,22.6,23.64,0
594,594,12/29/2017,Huetar Norte,29.14,31.17,0.0,0.0,12.11,9.62,1
595,595,12/30/2017,Central y Norte,630.77,631.8,30.6,32.01,105.23,113.63,3
596,596,12/30/2017,Pacifico,1114.67,1186.15,25.16,26.21,42.27,18.51,2
597,597,12/30/2017,Zona Sur,631.62,562.95,45.4,71.36,69.72,51.6,-1
598,598,12/30/2017,Caribe,471.71,450.0,0.0,0.0,22.6,25.34,0
599,599,12/30/2017,Huetar Norte,29.14,35.21,0.0,0.0,12.11,8.76,1
600,600,12/31/2017,Central y Norte,633.37,626.54,30.6,32.52,105.23,108.8,3
601,601,12/31/2017,Pacifico,1114.67,1161.67,25.16,26.14,42.27,16.3,2
602,602,12/31/2017,Zona Sur,631.62,541.31,45.4,71.35,69.72,39.09,-1
603,603,12/31/2017,Caribe,474.71,446.42,0.0,0.0,22.6,22.85,0
604,604,12/31/2017,Huetar Norte,29.14,35.71,0.0,0.0,12.11,9.17,1
605,605,1/1/2018,Central y Norte,626.6,625.16,30.31,32.09,96.18,110.0,3
606,606,1/1/2018,Pacifico,1127.88,1152.31,25.19,26.14,41.22,19.88,2
607,607,1/1/2018,Zona Sur,638.77,556.72,45.38,72.8,70.04,42.45,-1
608,608,1/1/2018,Caribe,478.58,435.94,0.0,0.0,21.76,21.87,0
609,609,1/1/2018,Huetar Norte,31.88,35.76,0.0,0.0,11.28,8.56,1
610,610,1/2/2018,Central y Norte,624.0,621.78,30.31,32.07,96.18,113.94,3
611,611,1/2/2018,Pacifico,1127.88,1194.53,25.19,26.14,41.22,18.46,2
612,612,1/2/2018,Zona Sur,635.44,569.41,45.38,76.08,70.04,51.42,-1
613,613,1/2/2018,Caribe,476.31,454.95,0.0,0.0,21.76,19.36,0
614,614,1/2/2018,Huetar Norte,31.88,36.26,0.0,0.0,11.28,8.66,1
615,615,1/3/2018,Central y Norte,624.0,637.94,30.31,32.09,96.18,113.87,3
616,616,1/3/2018,Pacifico,1127.88,1202.38,25.19,26.14,41.22,23.3,2
617,617,1/3/2018,Zona Sur,635.44,580.01,45.38,76.17,70.04,49.04,-1
618,618,1/3/2018,Caribe,476.31,465.11,0.0,0.0,21.76,18.29,0
619,619,1/3/2018,Huetar Norte,31.88,36.06,0.0,0.0,11.28,8.17,1
620,620,1/4/2018,Central y Norte,626.5,636.89,30.31,31.66,96.18,111.65,3
621,621,1/4/2018,Pacifico,1127.88,1228.55,25.19,26.14,41.22,25.78,2
622,622,1/4/2018,Zona Sur,635.44,577.0,45.38,75.21,70.04,51.68,-1
623,623,1/4/2018,Caribe,476.31,470.32,0.0,0.0,21.76,21.19,0
624,624,1/4/2018,Huetar Norte,31.88,35.25,0.0,0.0,11.28,8.34,1
